località,lat,lon,time,temperatura_media,neve,pioggia,sole,nebbia,vento
ALP 2500,42.3364,1.8985,2022-03-17,1.5502078107134896,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-03-18,1.1148400199181951,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-03-19,4.8386970353714425,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-03-20,-0.5257646610633757,0,0,0,0,1
ALP 2500,42.3364,1.8985,2022-03-21,3.2389196665690383,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-03-22,-0.0379478531987969,0,0,0,1,0
ALP 2500,42.3364,1.8985,2022-03-23,3.751905730502744,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-03-24,2.783644713467192,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-03-25,2.017382288233692,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-03-26,3.8519639762313935,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-03-27,4.560070432523127,0,1,0,0,0
ALP 2500,42.3364,1.8985,2022-03-28,-0.8715658011253682,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-03-29,3.046660400311312,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-03-30,-4.322054262585686,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-03-31,1.564326295662602,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-01,0.9060548013654504,0,0,0,1,0
ALP 2500,42.3364,1.8985,2022-04-02,1.5743141721264873,1,0,0,0,1
ALP 2500,42.3364,1.8985,2022-04-03,4.448390517880466,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-04-04,2.0799295267467803,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-04-05,1.067820276839802,1,0,0,0,0
ALP 2500,42.3364,1.8985,2022-04-06,3.529029977757113,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-07,4.227841125947745,0,1,0,1,1
ALP 2500,42.3364,1.8985,2022-04-08,4.02417162579396,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-09,4.421291678346497,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-10,0.6231045164871016,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-11,3.685065933483271,0,1,0,0,0
ALP 2500,42.3364,1.8985,2022-04-12,4.275142628109894,0,0,0,0,1
ALP 2500,42.3364,1.8985,2022-04-13,3.2341622410206914,0,1,0,0,0
ALP 2500,42.3364,1.8985,2022-04-14,4.269270357687076,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-15,8.018503945445548,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-16,2.2993848632877607,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-17,8.118543410050506,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-04-18,3.0152301700681097,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-19,4.204291589334813,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-04-20,4.916416588034869,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-04-21,3.1844502032114264,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-04-22,-0.5598263639122947,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-04-23,2.0213464150521108,0,0,0,1,0
ALP 2500,42.3364,1.8985,2022-04-24,0.707396254485853,0,0,0,1,0
ALP 2500,42.3364,1.8985,2022-04-25,3.765261522094076,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-04-26,4.302290210127064,0,0,0,1,0
ALP 2500,42.3364,1.8985,2022-04-27,3.9886358748120654,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-04-28,-1.2747387283335794,0,0,0,0,1
ALP 2500,42.3364,1.8985,2022-04-29,-0.6819109431236385,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-04-30,-1.5273342779184604,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-05-01,4.316664472156623,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-05-02,5.1056749350438375,0,1,0,1,0
ALP 2500,42.3364,1.8985,2022-05-03,8.946325659294688,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-05-04,6.732632665605214,0,1,0,0,0
ALP 2500,42.3364,1.8985,2022-05-05,5.179811829772252,0,0,0,1,0
ALP 2500,42.3364,1.8985,2022-05-06,6.292330362860062,0,1,0,1,0
ALP 2500,42.3364,1.8985,2022-05-07,6.667297780848406,0,0,0,0,1
ALP 2500,42.3364,1.8985,2022-05-08,5.588393215850741,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-05-09,0.4781200521296624,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-05-10,2.551824136693698,0,1,0,0,1
ALP 2500,42.3364,1.8985,2022-11-20,13.046688838369716,0,0,0,0,1
ALP 2500,42.3364,1.8985,2022-11-21,13.029988553294494,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-11-22,13.132509513886312,0,1,0,0,0
ALP 2500,42.3364,1.8985,2022-11-23,15.397237400510852,0,1,0,1,0
ALP 2500,42.3364,1.8985,2022-11-24,11.468018721945466,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-11-25,18.37101896186219,0,0,0,1,0
ALP 2500,42.3364,1.8985,2022-11-26,13.862953224152095,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-11-27,11.635288170160736,0,1,0,1,0
ALP 2500,42.3364,1.8985,2022-11-28,15.572168145013988,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-11-29,14.369197847525893,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-11-30,13.20436104274305,0,1,0,1,0
ALP 2500,42.3364,1.8985,2022-12-01,-4.7265906056847244,1,0,0,1,0
ALP 2500,42.3364,1.8985,2022-12-02,0.1597090140744765,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-03,-3.565889820533059,1,0,0,1,0
ALP 2500,42.3364,1.8985,2022-12-04,-4.27815138954935,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-05,-1.9693539352247085,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-06,-1.3999994841605186,0,0,0,0,1
ALP 2500,42.3364,1.8985,2022-12-07,0.566762752714491,1,0,0,0,1
ALP 2500,42.3364,1.8985,2022-12-08,-1.2209559212656886,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-09,0.2097270919945182,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-10,-3.767291583659387,1,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-11,-4.1821884011563615,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-12-12,-4.94932894690418,0,0,1,0,1
ALP 2500,42.3364,1.8985,2022-12-13,-1.9285918645578424,1,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-14,-1.230063990060004,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-15,-5.352514675620754,1,0,0,1,1
ALP 2500,42.3364,1.8985,2022-12-16,-1.6139164638668817,1,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-17,-5.33365773437064,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-18,-4.28180126568134,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-19,0.7881755201369425,1,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-20,-5.615981124956303,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-21,-1.609399872120167,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-22,-1.874802415882157,1,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-23,-3.773982283675866,1,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-24,-4.237399150488275,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-25,-1.344417486315855,1,0,0,0,1
ALP 2500,42.3364,1.8985,2022-12-26,-2.843692868692536,0,0,1,0,0
ALP 2500,42.3364,1.8985,2022-12-27,-3.006269483802715,1,0,0,1,0
ALP 2500,42.3364,1.8985,2022-12-28,-2.536148725593452,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-29,0.3684428785662135,1,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-30,0.6369606471873936,0,0,0,0,0
ALP 2500,42.3364,1.8985,2022-12-31,-2.620353287507746,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-01,-0.4080129630882902,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-02,-5.914822996005861,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-01-03,-0.1097149573976374,0,0,0,0,1
ALP 2500,42.3364,1.8985,2023-01-04,-0.5573863406219672,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-05,-0.2587714114098927,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-01-06,-2.726950534366387,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-01-07,-0.4061817694012366,0,0,1,0,1
ALP 2500,42.3364,1.8985,2023-01-08,-0.6616259605215196,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-09,-3.6430742790967914,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-01-10,-0.1283251885155287,1,0,0,1,0
ALP 2500,42.3364,1.8985,2023-01-11,0.8667136305466201,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-12,1.5948740488949773,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-13,-2.0598067035288703,0,0,0,1,1
ALP 2500,42.3364,1.8985,2023-01-14,-3.8180545338031897,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-01-15,-0.7859775581611066,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-16,-1.0244181191730743,0,0,0,1,0
ALP 2500,42.3364,1.8985,2023-01-17,-1.19082543226933,1,0,0,1,0
ALP 2500,42.3364,1.8985,2023-01-18,1.055607413156364,0,0,0,1,0
ALP 2500,42.3364,1.8985,2023-01-19,-1.5725564444964246,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-01-20,0.2204017594478839,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-21,-0.0648822278918253,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-22,-1.3507997237674854,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-01-23,0.1023197335070684,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-24,-2.467768219113553,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-01-25,2.60301095173928,0,1,0,1,0
ALP 2500,42.3364,1.8985,2023-01-26,-2.209955525830985,0,0,0,1,0
ALP 2500,42.3364,1.8985,2023-01-27,2.037148072839406,0,0,1,0,1
ALP 2500,42.3364,1.8985,2023-01-28,0.4697927206714296,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-01-29,-1.1272714005121325,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-01-30,-1.8629292224829728,0,0,0,1,0
ALP 2500,42.3364,1.8985,2023-01-31,-0.3887423200120943,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-02-01,5.317824155460935,0,0,1,0,1
ALP 2500,42.3364,1.8985,2023-02-02,0.2676233307261442,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-02-03,0.8570628754628116,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-02-04,-4.29014774769627,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-02-05,1.2240333864570525,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-02-06,1.7287220531890952,1,0,0,0,1
ALP 2500,42.3364,1.8985,2023-02-07,-0.1115059469139696,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-02-08,-0.5526961991721873,0,0,1,0,1
ALP 2500,42.3364,1.8985,2023-02-09,-4.149946943006812,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-02-10,-0.0141559510319919,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-02-11,-0.395323298504123,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-02-12,0.2701756830018316,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-02-13,-3.562557203678807,0,0,0,1,1
ALP 2500,42.3364,1.8985,2023-02-14,0.3071572683327148,1,0,0,0,1
ALP 2500,42.3364,1.8985,2023-02-15,-1.1299611296232976,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-02-16,2.175157849273483,0,1,0,1,1
ALP 2500,42.3364,1.8985,2023-02-17,-0.8568143770745924,0,0,0,0,1
ALP 2500,42.3364,1.8985,2023-02-18,1.0269028966303146,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-02-19,0.0892329060794373,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-02-20,1.070442049353713,0,0,0,0,1
ALP 2500,42.3364,1.8985,2023-02-21,0.8357419663937926,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-02-22,0.5941813727552483,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-02-23,3.22971714707719,0,0,1,0,1
ALP 2500,42.3364,1.8985,2023-02-24,0.6667052801129469,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-02-25,-2.020995337151622,1,0,0,1,0
ALP 2500,42.3364,1.8985,2023-02-26,-1.1389994744666505,0,0,0,1,1
ALP 2500,42.3364,1.8985,2023-02-27,-1.5801560829897223,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-02-28,-1.98242405156964,1,0,0,1,0
ALP 2500,42.3364,1.8985,2023-03-01,4.92493143195724,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-02,1.670026062419451,1,0,0,0,1
ALP 2500,42.3364,1.8985,2023-03-03,3.027781031321431,0,0,1,0,1
ALP 2500,42.3364,1.8985,2023-03-04,6.063076545129933,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-05,-0.4733035377365824,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-06,-2.1645244402296298,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-07,2.800732230553906,0,1,0,1,0
ALP 2500,42.3364,1.8985,2023-03-08,-1.1770414048256828,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-09,2.396317674141388,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-03-10,1.182974036095194,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-03-11,0.1559190641447276,1,0,0,1,0
ALP 2500,42.3364,1.8985,2023-03-12,1.6018081902026258,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-13,3.1038386400677584,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-14,-1.1499934854648624,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-15,1.8030993497100205,0,0,0,1,0
ALP 2500,42.3364,1.8985,2023-03-16,2.090145992141369,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-17,-2.5623483483310574,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-03-18,5.318301263924815,0,0,1,0,1
ALP 2500,42.3364,1.8985,2023-03-19,-1.3352640219673466,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-03-20,0.4874505297695268,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-21,2.2611769895742797,0,0,0,1,1
ALP 2500,42.3364,1.8985,2023-03-22,4.184817916151529,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-23,1.0204121934006154,0,0,0,1,0
ALP 2500,42.3364,1.8985,2023-03-24,3.1398932636974357,0,0,0,1,1
ALP 2500,42.3364,1.8985,2023-03-25,-0.2972304120880698,0,0,1,0,1
ALP 2500,42.3364,1.8985,2023-03-26,3.10487959727703,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-27,0.7568203491485548,1,0,0,0,0
ALP 2500,42.3364,1.8985,2023-03-28,0.6385365443845981,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-29,2.4016771661703658,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-30,1.4573691156421602,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-03-31,4.414392947741753,0,0,0,1,1
ALP 2500,42.3364,1.8985,2023-04-01,2.537377189248525,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-04-02,4.398092707582922,0,1,0,1,0
ALP 2500,42.3364,1.8985,2023-04-03,3.233695355552866,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-04-04,3.842764643789133,0,1,0,1,0
ALP 2500,42.3364,1.8985,2023-04-05,5.160031279839282,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-04-06,6.949393683906205,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-04-07,6.01502462068783,0,1,0,0,0
ALP 2500,42.3364,1.8985,2023-04-08,3.447098250151307,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-04-09,3.100475589247118,0,1,0,1,1
ALP 2500,42.3364,1.8985,2023-04-10,4.286484831307966,0,1,0,0,1
ALP 2500,42.3364,1.8985,2023-04-11,2.073667968236754,0,1,0,1,0
ALP 2500,42.3364,1.8985,2023-04-12,1.220931338524109,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-04-13,5.452354244307915,0,0,0,0,0
ALP 2500,42.3364,1.8985,2023-04-14,2.990741363289332,0,1,0,1,0
ALP 2500,42.3364,1.8985,2023-04-15,1.11431054118718,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-04-16,3.770489550080052,0,0,0,1,0
ALP 2500,42.3364,1.8985,2023-04-17,2.902734669102728,0,0,1,0,1
ALP 2500,42.3364,1.8985,2023-04-18,0.3396347173276268,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-04-19,4.8573944489591145,0,0,1,0,0
ALP 2500,42.3364,1.8985,2023-04-20,5.16701379202094,0,1,0,1,0
